host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,count_total
within an hour,100,f,1,Ballard,47.66365549,-122.3669411,Camper/RV,Entire home/apt,2,1,0,1,75,200,0,1,10,1,27,57,86,361,81,95,10,10,10,10,9,10,t,moderate,550
a few days or more,33,f,2,Ballard,47.66688717,-122.3646641,House,Private room,2,1,1,1,70,100,0,1,0,2,25,55,85,360,19,85,8,7,9,9,9,8,f,flexible,576
N/A,94.88888889,f,1,Ballard,47.67357118,-122.3642743,House,Entire home/apt,8,3.5,4,4,350,1000,200,1,0,3,0,0,0,131,6,100,10,10,10,10,9,9,f,moderate,293
within a day,100,f,4,Ballard,47.66624017,-122.3609177,House,Entire home/apt,12,2,4,5,435,500,200,9,20,2,0,0,0,205,12,84,8,9,10,10,9,8,f,strict,355
within a few hours,99,f,354,Ballard,47.67091242,-122.3655995,House,Entire home/apt,6,1.5,3,3,250,0,185,1,0,2,30,60,90,365,1,100,10,10,10,10,10,10,f,strict,562
within an hour,100,f,2,Ballard,47.67098702,-122.3751406,House,Private room,2,1,1,1,65,0,20,1,0,14,23,53,83,358,31,95,10,9,10,10,10,10,f,moderate,621
within an hour,100,f,2,Ballard,47.67342403,-122.3742328,Townhouse,Private room,3,1,1,2,110,0,50,2,25,2,1,4,34,309,7,97,9,10,10,10,10,10,f,moderate,245
within an hour,100,f,1,Ballard,47.67155243,-122.3676333,House,Private room,3,1,1,2,50,0,10,1,0,1,28,56,86,361,2,100,10,10,10,10,10,10,f,flexible,424
within an hour,100,f,1,Ballard,47.66338811,-122.3613784,Apartment,Entire home/apt,4,1,1,1,95,200,20,2,0,1,24,54,84,358,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,499
within a few hours,100,f,1,Ballard,47.66336498,-122.3624685,House,Entire home/apt,2,1,1,1,100,0,30,1,0,4,1,1,1,206,62,97,10,10,10,10,10,9,f,moderate,636
within a day,100,f,1,Ballard,47.67076135,-122.371095,House,Private room,2,1,1,2,89,0,0,1,0,1,30,60,90,365,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,272
within a few hours,100,f,2,Ballard,47.66365131,-122.3620818,House,Entire home/apt,4,1,1,2,150,100,50,2,10,2,3,7,31,300,1,100,10,10,10,10,10,10,f,flexible,390
within a few hours,97,f,9,Ballard,47.66525243,-122.3619207,House,Entire home/apt,8,2,3,3,275,250,100,8,40,1,10,20,20,21,107,95,10,9,10,10,10,9,f,strict,458
within an hour,100,f,1,Ballard,47.66678535,-122.3667514,Townhouse,Entire home/apt,5,3,2,2,200,200,50,4,25,2,0,3,33,308,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,87
within a day,100,f,1,Queen Anne,47.62812031,-122.3487521,Apartment,Private room,2,1,1,1,109,0,0,2,50,2,30,60,89,89,17,96,10,10,10,10,10,9,f,flexible,524
within an hour,100,f,1,Queen Anne,47.64359973,-122.3446299,Apartment,Private room,2,1,1,1,115,100,20,1,0,2,30,60,90,365,13,92,9,9,10,10,9,9,f,flexible,652
within a day,75,f,2,Queen Anne,47.63899882,-122.3435739,Apartment,Private room,2,1,1,1,150,95,0,1,0,1,30,60,90,287,2,100,10,10,10,10,10,10,f,moderate,423
within a few hours,80,f,1,Queen Anne,47.63950083,-122.3433039,Apartment,Entire home/apt,2,1,1,1,100,0,0,1,0,1,30,60,90,365,1,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,130
within an hour,100,f,2,Queen Anne,47.64017717,-122.3465226,Apartment,Shared room,2,1,1,1,39,0,0,1,0,1,30,60,90,365,2,100,10,10,10,10,9,10,f,flexible,99
within an hour,100,f,1,Queen Anne,47.64290503,-122.346705,Apartment,Entire home/apt,4,1,1,1,69,150,55,3,30,2,14,32,58,311,28,90,10,9,9,10,9,9,t,strict,626
within an hour,100,f,6,Queen Anne,47.64075557,-122.3428766,Apartment,Entire home/apt,4,1,1,2,145,350,60,4,10,2,0,0,23,112,17,91,10,9,10,10,9,9,f,strict,668
within a few hours,100,f,1,Queen Anne,47.64269717,-122.3436911,Apartment,Entire home/apt,4,1,1,1,130,150,25,1,0,2,0,0,0,2,5,100,10,10,10,10,10,9,f,strict,248
within an hour,100,f,1,Queen Anne,47.63892301,-122.3428269,Apartment,Entire home/apt,4,1,1,2,85,0,0,0,0,1,20,50,80,201,15,96,10,9,10,10,9,10,f,moderate,210
within an hour,100,f,3,Queen Anne,47.64291211,-122.3446833,Boat,Entire home/apt,1,1,1,1,85,0,15,1,0,2,30,60,89,89,1,90,9.636392405,10,10,10,8,10,f,moderate,589
within an hour,100,f,6,Queen Anne,47.63934586,-122.3431324,Apartment,Entire home/apt,4,1,1,2,73,350,60,1,0,2,18,48,77,77,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,363
within a few hours,100,f,1,Queen Anne,47.63507293,-122.3545941,Apartment,Entire home/apt,4,1,1,2,150,150,25,4,50,1,0,0,20,20,5,88,10,9,9,10,10,10,f,moderate,464
within an hour,100,f,1,Queen Anne,47.62857355,-122.3559092,Apartment,Entire home/apt,3,1,1,1,85,0,0,1,0,3,23,53,83,111,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,181
within a few hours,100,f,1,Queen Anne,47.63793826,-122.3507256,House,Entire home/apt,6,2,3,3,190,500,100,1,0,1,1,3,3,128,3,93,9,9,10,9,10,10,f,strict,535
within a few hours,97,f,9,Queen Anne,47.630214,-122.3476151,House,Entire home/apt,10,2,2,5,349,0,100,1,0,1,19,42,64,152,34,92,9,9,10,10,10,9,t,strict,396
within an hour,100,f,2,Queen Anne,47.62954816,-122.3465966,Apartment,Entire home/apt,2,1,1,1,105,750,100,1,0,21,1,1,1,131,1,100,10,10,10,10,10,10,f,strict,205
N/A,94.88888889,f,1,Queen Anne,47.63444164,-122.3437841,Apartment,Entire home/apt,2,1,1,1,150,200,40,1,10,2,17,47,77,352,15,98,10,9,10,10,9,9,f,moderate,295
N/A,94.88888889,f,1,Queen Anne,47.63211913,-122.3468193,Condominium,Entire home/apt,4,2,2,1,275,5000,75,3,75,4,0,0,0,139,1,100,10,10,10,10,10,10,f,moderate,153
within an hour,100,f,5,Queen Anne,47.63043465,-122.3501712,Apartment,Entire home/apt,4,1,2,3,165,0,75,1,0,2,0,4,33,294,7,97,10,10,10,10,10,10,t,moderate,508
within an hour,100,f,2,Queen Anne,47.63840684,-122.344077,House,Entire home/apt,5,2,3,3,196,300,65,5,25,2,5,20,44,47,1,100,10,10,10,10,10,10,f,flexible,501
N/A,94.88888889,f,1,Queen Anne,47.62900387,-122.3438233,Apartment,Entire home/apt,4,1,1,2,195,100,35,1,0,2,30,60,90,365,28,82,9,8,9,9,9,8,f,strict,140
within a day,75,f,2,Queen Anne,47.63935867,-122.3440287,Apartment,Entire home/apt,4,2,2,2,200,95,0,2,10,2,30,60,89,89,7,89,9,9,9,9,9,9,f,moderate,425
within an hour,100,f,1,Queen Anne,47.63815778,-122.3441574,Apartment,Entire home/apt,4,1,1,1,100,0,0,1,0,1,27,57,87,362,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,82
within a day,50,f,1,Queen Anne,47.63987162,-122.3418345,Apartment,Private room,2,1,1,1,125,0,30,1,25,2,0,12,42,317,16,92,10,9,9,10,10,9,t,moderate,369
within a day,88,f,36,Queen Anne,47.63214523,-122.3506487,House,Entire home/apt,8,1.5,3,5,250,0,264,1,0,3,19,19,26,301,4,90,9,10,10,10,10,9,f,strict,491
within a few hours,100,f,1,Queen Anne,47.62994743,-122.351388,Apartment,Entire home/apt,2,1,1,1,209,200,90,2,25,3,30,60,90,365,1,100,10,10,10,10,10,8,f,moderate,350
within an hour,100,f,6,Queen Anne,47.64154276,-122.3446612,Apartment,Entire home/apt,4,1,1,2,90,350,60,0,0,2,25,55,84,84,50,96,10,10,10,10,9,10,t,strict,490
within a day,83,f,1,Queen Anne,47.63812903,-122.352374,House,Private room,2,1,1,1,90,0,0,1,0,2,27,57,87,362,55,97,10,9,10,10,10,10,f,flexible,556
within a few hours,100,f,2,Queen Anne,47.63279988,-122.3465579,Apartment,Entire home/apt,2,1,1,1,130,0,0,2,0,1,13,43,73,348,1,100,10,10,10,10,10,10,f,flexible,182
N/A,94.88888889,f,1,Queen Anne,47.63082669,-122.3562298,Apartment,Entire home/apt,2,1,1,1,175,0,0,1,0,2,0,0,0,196,1,100,10,10,10,10,10,10,t,flexible,80
within a few hours,100,f,1,Queen Anne,47.62846484,-122.3465481,Condominium,Entire home/apt,4,2,2,2,115,0,35,1,0,1,3,3,3,3,2,100,9.636392405,10,9.786708861,10,9.608915586,9.452245414,f,strict,261
within a few hours,100,f,1,Queen Anne,47.6293877,-122.3459247,Apartment,Entire home/apt,4,1,1,2,109,0,0,1,0,1,0,0,0,216,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,98
within an hour,100,f,1,Queen Anne,47.63685503,-122.3568735,Apartment,Entire home/apt,2,1,0,1,80,0,0,1,0,1,0,0,0,43,1,100,10,10,10,10,10,10,f,moderate,405
within an hour,100,f,1,Queen Anne,47.63321404,-122.3549398,House,Private room,2,1,1,1,80,0,10,2,20,1,27,57,85,162,13,100,10,10,10,10,10,10,f,strict,347
within a day,60,f,1,Queen Anne,47.6294311,-122.3452937,Condominium,Private room,1,1,1,1,75,0,0,1,0,1,30,60,90,365,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,100
within an hour,100,f,1,Queen Anne,47.63770585,-122.3439878,Apartment,Entire home/apt,2,1,1,1,68,100,100,2,10,20,30,30,32,307,4,95,10,9,10,10,10,9,f,moderate,374
within an hour,100,f,5,Queen Anne,47.62917175,-122.3474787,Apartment,Entire home/apt,2,1,1,1,85,150,60,2,15,2,1,5,35,309,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,t,strict,655
N/A,94.88888889,f,1,Queen Anne,47.64034606,-122.3420882,Apartment,Entire home/apt,2,1,1,1,110,800,100,2,50,2,23,45,55,270,53,93,9,9,10,10,10,9,f,moderate,582
within a few hours,90,f,9,Queen Anne,47.62905147,-122.3509893,House,Entire home/apt,7,4,3,3,600,1500,175,1,0,3,30,60,90,365,8,100,10,10,10,10,10,10,f,flexible,780
within a few hours,100,f,2,Queen Anne,47.62983437,-122.3468722,Apartment,Entire home/apt,4,2,2,2,235,0,45,2,15,1,29,59,85,360,2,100,10,10,9,10,10,9,f,moderate,674
within an hour,100,f,2,Queen Anne,47.64051553,-122.344504,Apartment,Entire home/apt,4,1,1,2,75,0,20,3,10,1,10,22,22,82,7,100,10,10,10,10,10,10,f,flexible,228
within a few hours,100,f,2,Queen Anne,47.63000397,-122.3451203,Apartment,Private room,2,1,1,1,95,0,25,1,0,1,30,60,90,365,1,80,10,10,10,10,8,6,f,moderate,664
within an hour,100,f,6,Queen Anne,47.64103958,-122.3444038,Apartment,Entire home/apt,4,1,1,2,103,350,60,4,10,2,25,55,85,85,49,95,10,10,10,10,9,9,f,strict,470
within an hour,100,f,1,Queen Anne,47.63111242,-122.3439642,Apartment,Entire home/apt,2,1,1,1,120,350,60,2,25,3,3,33,63,93,59,98,10,10,10,10,9,10,f,strict,595
within an hour,100,f,1,Queen Anne,47.64046804,-122.3557637,House,Entire home/apt,2,1,1,1,95,200,50,1,0,1,3,3,3,124,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,438
within a few hours,100,f,1,Queen Anne,47.63953892,-122.3448475,Apartment,Entire home/apt,5,2.5,2,2,143,0,100,0,0,1,30,60,90,365,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,80
within a few hours,100,f,1,Queen Anne,47.64387483,-122.3461443,Apartment,Entire home/apt,2,1,1,2,150,0,25,2,25,2,30,60,90,179,16,93,10,10,9,10,9,9,f,moderate,434
within a few hours,100,f,1,Queen Anne,47.63911468,-122.3542986,House,Entire home/apt,6,2,3,3,295,1000,110,1,0,1,3,3,3,5,4,95,9,10,10,10,10,9,f,moderate,325
within a few hours,100,f,1,Queen Anne,47.64032332,-122.3493863,House,Entire home/apt,6,3.5,4,4,335,500,125,1,0,2,19,49,76,233,3,100,10,10,10,10,10,10,f,strict,491
within a few hours,83,f,1,Queen Anne,47.62963743,-122.3561691,Apartment,Private room,2,1,1,1,60,0,0,1,0,1,27,57,87,362,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,90
N/A,94.88888889,f,1,Queen Anne,47.63703759,-122.353111,House,Entire home/apt,6,1.5,3,3,250,500,75,4,0,4,0,0,0,234,2,100,10,9,10,10,10,10,f,strict,338
within an hour,100,f,3,Queen Anne,47.63786752,-122.3530645,House,Entire home/apt,8,2,3,4,350,300,155,7,50,2,30,60,90,160,9,96,10,10,10,10,10,10,f,strict,444
within a day,100,f,1,Queen Anne,47.63736553,-122.352344,Bungalow,Entire home/apt,3,1,1,2,156,300,25,2,0,3,29,59,89,364,11,98,10,10,10,10,10,10,f,moderate,528
within an hour,100,f,3,Queen Anne,47.63784754,-122.3535869,Apartment,Entire home/apt,4,1,2,3,200,100,111,4,50,2,29,59,89,159,11,91,9,9,10,10,10,9,f,strict,431
within an hour,100,f,1,Queen Anne,47.63180066,-122.3559977,Apartment,Entire home/apt,4,2,2,2,180,100,30,3,0,2,30,60,90,365,1,100,10,10,10,10,10,10,f,moderate,456
within a day,100,f,1,Queen Anne,47.63831372,-122.3429312,Apartment,Entire home/apt,3,1,1,1,103,0,0,1,0,1,0,0,0,93,1,100,10,10,10,10,10,10,f,flexible,768
within an hour,100,f,1,Queen Anne,47.62833641,-122.3463335,Apartment,Entire home/apt,2,1,1,1,99,100,0,1,0,1,18,48,75,102,115,94,10,9,10,10,10,9,t,moderate,586
within an hour,100,f,1,Queen Anne,47.64007889,-122.3452415,Apartment,Entire home/apt,3,1,1,1,94,100,40,1,0,2,28,58,88,177,6,87,9,9,9,10,8,9,f,flexible,144
within an hour,100,f,3,Queen Anne,47.63892542,-122.3562882,Apartment,Entire home/apt,4,1,1,1,160,100,72,0,0,1,25,55,85,155,10,92,10,10,10,10,10,9,f,moderate,445
within a day,100,f,1,Queen Anne,47.63879043,-122.341579,Loft,Entire home/apt,4,1,1,2,219,0,90,2,30,2,30,52,68,68,5,96,10,10,10,10,10,10,f,moderate,698
within an hour,100,f,5,Queen Anne,47.62919531,-122.3480345,Apartment,Entire home/apt,4,1,1,1,91,150,60,2,20,2,8,38,68,342,5,92,9,9,10,10,9,9,t,strict,670
within an hour,100,f,6,Queen Anne,47.6393371,-122.3442914,Apartment,Entire home/apt,4,1,1,2,75,350,60,4,10,2,0,15,44,44,53,95,10,10,10,10,9,10,f,strict,663
N/A,94.88888889,f,1,Other neighborhoods,47.66772999,-122.3268727,House,Entire home/apt,5,2,3,3,150,0,100,1,0,1,0,0,0,69,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,190
within an hour,100,f,8,Other neighborhoods,47.66144065,-122.343953,Apartment,Entire home/apt,6,1,2,3,149,300,105,1,0,2,29,59,89,364,11,96,9,10,9,9,10,9,f,strict,599
N/A,94.88888889,f,1,Other neighborhoods,47.66166903,-122.3337431,Loft,Entire home/apt,2,1,0,1,75,0,0,1,0,1,0,0,25,300,1,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,84
within an hour,100,f,3,Other neighborhoods,47.65317216,-122.3372994,Apartment,Entire home/apt,3,1,1,2,95,150,40,3,15,1,11,38,66,341,79,95,10,10,10,10,10,9,f,strict,458
within an hour,100,f,1,Other neighborhoods,47.66458664,-122.3330577,Apartment,Entire home/apt,2,1,1,1,100,0,0,1,0,2,29,57,69,343,52,97,10,10,10,10,10,10,f,moderate,347
within an hour,100,f,1,Other neighborhoods,47.66407098,-122.3353794,House,Entire home/apt,6,2,3,2,250,0,0,1,0,4,0,0,0,46,1,100,10,10,10,10,10,10,f,moderate,423
within a day,100,f,2,Other neighborhoods,47.67094939,-122.3247405,House,Private room,2,1,1,1,74,100,15,1,10,1,0,0,2,277,20,87,8,9,9,9,10,8,f,moderate,366
within an hour,100,f,1,Other neighborhoods,47.66546743,-122.3235737,Apartment,Entire home/apt,2,1,1,1,110,100,40,1,0,2,2,32,62,337,27,96,10,10,10,10,10,10,f,moderate,316
within an hour,100,f,5,Other neighborhoods,47.6669849,-122.3394022,House,Entire home/apt,8,2,4,4,199,350,160,4,20,2,26,56,86,359,5,84,10,8,9,8,9,9,f,moderate,321
within an hour,100,f,2,Other neighborhoods,47.65373805,-122.3389802,House,Entire home/apt,6,1.5,2,3,209,300,95,1,0,3,0,0,0,262,5,96,10,10,10,10,10,10,t,strict,833
within a few hours,90,f,1,Other neighborhoods,47.65588494,-122.332136,Apartment,Entire home/apt,4,1,1,1,110,100,30,2,15,2,12,15,30,153,97,96,10,10,10,10,10,10,f,moderate,474
within an hour,100,f,1,Other neighborhoods,47.65163619,-122.3386218,Apartment,Entire home/apt,2,1,1,2,104,250,50,2,25,2,3,33,63,152,15,96,10,10,10,10,10,10,f,strict,452
N/A,94.88888889,f,1,Other neighborhoods,47.66540203,-122.3393869,House,Entire home/apt,4,2,2,2,200,0,100,1,0,3,0,0,0,0,3,100,10,10,9,10,10,10,f,strict,606
within a few hours,100,f,1,Other neighborhoods,47.65361625,-122.3325597,House,Entire home/apt,4,1,0,2,99,0,35,2,30,2,30,60,90,179,1,100,10,10,10,10,10,10,f,flexible,293
within an hour,100,f,2,Other neighborhoods,47.65635515,-122.3381037,House,Entire home/apt,6,1,2,3,122,100,50,4,25,2,27,54,54,84,9,96,10,10,10,10,10,10,f,strict,450
within an hour,100,f,1,Other neighborhoods,47.66014668,-122.3415303,Apartment,Entire home/apt,2,1,0,1,80,0,40,1,0,5,9,26,26,130,3,93,10,10,10,10,10,10,t,moderate,410
within an hour,100,f,5,Other neighborhoods,47.66692015,-122.3387942,House,Entire home/apt,4,1,2,2,158,150,65,2,15,2,0,27,35,304,1,80,6,10,4,6,10,8,f,strict,313
within a day,70,f,1,Other neighborhoods,47.65158618,-122.3399027,Apartment,Entire home/apt,4,1,1,1,90,0,10,2,20,1,30,60,90,365,11,92,9,9,10,10,10,9,f,moderate,276
within a day,80,f,1,Other neighborhoods,47.65595529,-122.3321554,Apartment,Entire home/apt,3,1,1,2,100,0,0,1,0,1,27,57,86,86,1,100,10,10,10,10,10,10,f,flexible,455
within a day,100,f,1,Other neighborhoods,47.65991178,-122.3376861,House,Entire home/apt,4,1,1,2,89,300,90,2,20,2,30,60,90,365,4,95,10,10,10,10,10,10,f,strict,461
within a few hours,100,f,2,Other neighborhoods,47.66103159,-122.3351641,House,Entire home/apt,4,1,2,2,125,100,50,4,0,3,0,0,0,275,12,93,10,9,10,10,10,9,f,moderate,439
within a day,58,f,2,Other neighborhoods,47.66836312,-122.3388869,Apartment,Shared room,2,1,1,1,42,0,0,1,10,1,30,60,89,89,1,100,10,10,10,10,10,10,f,flexible,294
within an hour,100,f,1,Other neighborhoods,47.65611906,-122.3390315,House,Entire home/apt,4,1,1,2,100,95,40,2,35,2,20,42,72,343,49,94,10,10,10,10,10,9,f,moderate,490
within an hour,100,f,1,Other neighborhoods,47.66128295,-122.326836,House,Private room,1,1,1,1,40,0,15,1,0,7,0,5,35,310,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,428
within a few hours,100,f,2,Other neighborhoods,47.66107313,-122.3334981,House,Entire home/apt,6,1,3,3,185,200,0,4,25,4,0,0,0,35,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,504
within a few hours,100,f,1,Other neighborhoods,47.66980224,-122.3385395,Apartment,Private room,2,1,1,2,40,0,35,1,0,2,26,46,76,351,4,95,10,10,10,10,10,10,f,flexible,552
within a day,50,f,1,Other neighborhoods,47.65589665,-122.3265346,Apartment,Private room,2,1.5,1,1,70,0,20,1,10,1,30,60,90,365,4,100,10,10,10,10,10,10,f,flexible,354
within an hour,90,f,37,Other neighborhoods,47.65085838,-122.3313378,House,Shared room,1,1,1,1,40,350,35,1,0,4,30,60,90,365,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,532
within an hour,100,f,1,Other neighborhoods,47.66150339,-122.334257,Apartment,Entire home/apt,2,1,1,1,70,0,0,1,0,1,27,57,87,362,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,184
within a day,100,f,1,Other neighborhoods,47.66922781,-122.3351737,Apartment,Entire home/apt,4,1,1,1,110,0,40,1,0,2,30,60,90,365,35,94,10,9,10,10,10,10,f,moderate,615
N/A,94.88888889,f,1,Other neighborhoods,47.64857217,-122.3407591,Boat,Entire home/apt,6,3,3,3,680,1000,275,6,0,1,0,26,56,331,6,100,10,10,10,10,10,9,t,flexible,656
within a few hours,100,f,3,Other neighborhoods,47.65707098,-122.3238801,House,Entire home/apt,6,1.5,3,4,195,0,75,5,20,5,0,0,0,170,2,100,10,8,10,10,8,10,f,strict,443
within a few hours,100,f,1,Other neighborhoods,47.66243176,-122.3467924,Apartment,Entire home/apt,2,1,1,1,90,0,0,1,0,1,0,0,0,20,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,434
within an hour,100,f,2,Other neighborhoods,47.65089092,-122.3335344,Apartment,Entire home/apt,4,1,1,1,119,0,50,2,10,2,18,48,78,353,17,92,9,10,10,10,10,9,f,strict,473
within an hour,100,f,1,Other neighborhoods,47.6622894,-122.3460901,Apartment,Private room,2,1,1,1,75,0,0,1,0,1,25,55,85,360,11,93,10,9,10,10,9,9,f,flexible,712
within an hour,100,f,5,Other neighborhoods,47.66668939,-122.3392712,House,Entire home/apt,4,1,2,2,126,350,65,2,20,2,30,60,90,364,12,95,10,10,9,10,9,10,f,moderate,478
within an hour,100,f,1,Other neighborhoods,47.6666711,-122.3326017,House,Private room,2,1,1,1,70,300,0,1,10,2,0,9,23,63,63,99,10,10,10,10,10,10,f,flexible,600
a few days or more,43,f,1,Other neighborhoods,47.6543064,-122.3302262,Apartment,Entire home/apt,2,1,1,1,129,0,60,1,10,1,30,60,90,365,28,87,9,9,10,9,10,9,f,strict,568
within a few hours,100,f,1,Other neighborhoods,47.65940041,-122.3245071,House,Entire home/apt,12,2,5,6,225,700,0,4,30,3,25,55,85,293,29,92,9,9,10,9,9,9,f,strict,644
within an hour,90,f,37,Other neighborhoods,47.6497082,-122.3310153,House,Shared room,1,1,1,1,40,350,35,1,0,4,29,59,89,364,6,93,9,9,10,10,10,9,f,strict,499
within an hour,90,f,37,Other neighborhoods,47.65093383,-122.3313258,House,Shared room,1,1,1,1,50,350,28,2,30,5,29,59,89,364,1,100,8,8,8,8,8,10,f,flexible,526
within an hour,90,f,37,Other neighborhoods,47.65097251,-122.3308842,House,Shared room,1,1,1,1,40,350,35,1,0,4,30,60,90,365,7,94,9,7,9,10,10,10,f,strict,543
within an hour,90,f,37,Other neighborhoods,47.65002387,-122.3328031,House,Shared room,1,1,1,1,40,350,35,1,0,5,30,60,90,365,1,80,8,6,10,8,10,10,f,flexible,532
within an hour,100,f,1,Other neighborhoods,47.66140494,-122.3454722,Apartment,Entire home/apt,6,1,2,4,175,0,0,1,0,2,0,0,0,178,39,97,10,10,10,10,9,10,f,moderate,445
within a few hours,100,f,1,Other neighborhoods,47.65736192,-122.3276249,House,Entire home/apt,6,1,2,4,160,400,90,2,15,2,30,60,90,365,37,93,10,10,10,10,10,9,t,moderate,535
within an hour,90,f,37,Other neighborhoods,47.64985412,-122.3306848,House,Shared room,1,1,1,1,40,350,35,1,0,4,30,60,90,365,2,90,8,8,10,10,10,10,f,strict,536
within an hour,90,f,37,Other neighborhoods,47.65129392,-122.3310318,House,Shared room,1,1,1,1,40,350,35,1,0,4,29,59,89,364,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,536
within a day,93,f,2,Other neighborhoods,47.66947906,-122.3294415,House,Private room,2,1,1,1,55,0,0,1,10,1,23,50,72,347,207,96,10,10,10,10,10,10,f,flexible,511
N/A,94.88888889,f,1,Other neighborhoods,47.66097944,-122.333483,House,Entire home/apt,7,3,4,5,350,350,90,1,0,4,0,0,0,48,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,341
within a day,92,f,2,Other neighborhoods,47.66521357,-122.336753,House,Entire home/apt,6,1,2,3,175,0,50,2,20,2,30,60,90,365,45,90,9,8,10,10,10,9,f,strict,435
N/A,94.88888889,f,1,Other neighborhoods,47.66116478,-122.3368463,Apartment,Entire home/apt,2,1,1,1,105,0,0,1,0,5,0,0,0,146,1,80,10,10,10,10,10,10,f,flexible,188
within an hour,100,f,2,Other neighborhoods,47.65098656,-122.3417048,House,Private room,3,1,1,3,55,0,10,1,20,1,30,57,86,86,203,95,9,10,10,10,10,9,f,flexible,578
within an hour,100,f,3,Other neighborhoods,47.65512858,-122.3352882,House,Entire home/apt,5,1,2,2,150,300,75,6,25,1,8,8,15,169,6,97,10,10,10,10,9,9,f,strict,177
within an hour,90,f,37,Other neighborhoods,47.65021119,-122.3320348,House,Shared room,1,1,1,1,40,350,35,1,0,4,30,60,90,365,6,93,9,8,9,10,9,10,f,strict,536
within a few hours,100,f,1,Other neighborhoods,47.65055156,-122.3305887,House,Private room,2,2,1,2,59,0,15,1,10,2,17,43,63,338,182,93,9,9,10,10,10,9,f,moderate,633
a few days or more,40,f,2,Other neighborhoods,47.66286984,-122.3248901,House,Private room,2,1,1,1,80,0,30,1,10,1,30,60,90,365,3,73,8,7,7,8,9,7,f,moderate,474
